Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment,porcentaje_nulos
cam2402,2,3,2,326697.0,79599.0,686155.0,37090.0,0.4086,7932.0,0.7652,500932.0,0.08,305.0,1.0,7.0,1,10.526315789473683
cam2403,3,1,1,391560.0,331396.0,964740.0,35882.0,0.3048,212.0,0.2768,272556.0,2.84,229.21098358,4.0,5.0,0,5.263157894736842
cam2404,1,3,4,140413.0,244472.0,899247.0,4440.0,0.2234,5812.0,0.7217,985846.0,0.39,80.0,3.0,3.0,1,0.0
cam2405,0,1,0,194969.0,278978.0,79507.0,21427.4,0.2155,181.0,0.4634,461213.0,4.35,99.0,2.0,9.0,0,10.526315789473683
cam2409,1,4,0,138000.0,121891.0,745243.0,23024.0,0.377,6951.0,0.5483,196109.0,4.65,48.0,2.0,1.0,2,0.0
cam2410,0,3,4,99635.0,428519.0,728190.0,31336.0,0.335039755,1056.0,0.8118,983551.0,0.44,229.0,5.0,7.0,0,0.0
cam2411,-1,0,2,144986.0,396915.0,357370.0,6836.0,0.1882,8968.0,0.4835,742009.8,4.23,187.0,5.0,4.0,-1,15.789473684210526
cam2412,1,0,0,194321.0,108488.0,831088.0,22676.6,0.32176,5384.0,0.5769,528925.0,4.33,180.0,1.0,7.0,1,10.526315789473683
cam2413,0,3,1,300325.0,163445.0,457023.0,24264.0,0.8836,9383.0,0.533,524707.0,2.2760000000000002,99.0,1.0,10.0,2,5.263157894736842
cam2414,2,1,2,140939.4,400324.0,663887.0,787.0,0.1981,5392.0,0.8863,552267.0,3.614,128.0,3.0,5.0,0,10.526315789473683
cam2415,-1,4,0,488427.0,240092.0,494616.0,17485.0,0.287,3894.0,0.955,320130.0,3.19,135.0,4.0,5.0,1,5.263157894736842
cam2416,-1,0,4,223362.0,293826.0,30539.0,30273.0,0.9096,6287.0,0.0591,2182700.0028,0.45,272.0,3.0,10.0,0,10.526315789473683
cam2417,1,3,3,220403.0,68779.0,414880.0,47734.0,0.6157,9176.0,0.7892,896364.0,2.89,131.0,4.0,7.0,0,5.263157894736842
cam2418,1,0,1,383412.0,379904.0,353119.0,5473.0,0.1951,3045.0,0.1187,471349.0,4.83,213.0,4.0,3.0,1,0.0
cam2419,2,1,0,142754.0,51276.0,493832.0,45525.0,0.3472,1628.0,0.179,569004.8996,3.39,213.8,3.0,2.0,0,10.526315789473683
cam2420,1,1,1,352049.0,52787.0,997399.0,38935.0,0.2303,3077.0,0.4252,239031.0,1.96,312.0,2.0,4.0,1,0.0
cam2421,4,0,0,85498.0,290322.0,282305.0,16936.0,0.28468,4271.0,0.0881,2239735.1103999997,1.93,336.0,3.0,9.0,2,10.526315789473683
cam2422,4,2,1,26462.0,393095.0,479964.0,9188.0,0.1604,4827.0,1.5190317914000002,683977.6,4.9,41.0,2.0,9.0,2,10.526315789473683
cam2423,2,1,0,147751.0,278613.0,687006.0,17650.0,0.3643,7992.0,0.4389,714938.0,4.39,25.0,3.0,1.0,0,5.263157894736842
cam2424,2,4,0,135840.0,299845.0,455643.0,39286.0,0.38468,3106.0,0.4392,852028.0,3.31,260.0,3.0,9.0,1,10.526315789473683
cam2425,-1,0,-1,335094.0,355248.0,30750.0,32291.0,0.5951,4668.0,0.4127,741965.0,1.13,5.0,3.2,7.0,1,15.789473684210526
cam2427,2,3,1,461209.0,112956.0,464197.8,26790.0,0.4351,9039.0,0.0408,171699.0,1.89,57.0,5.0,10.0,1,5.263157894736842
cam2428,0,0,1,380733.0,412941.0,542615.6,15989.0,0.0196,266.0,0.9896,177698.0,4.83,309.0,4.0,1.0,0,5.263157894736842
cam2429,-1,2,4,100516.2966,58345.0,553261.0,10707.0,0.9517,8488.0,0.6066,137472.0,4.0,37.0,5.0,10.0,1,5.263157894736842
cam2430,0,1,2,330246.0,114960.0,845804.0,4865.0,0.9096,7516.0,0.2266,758426.2,4.0,213.2,3.0,4.0,0,10.526315789473683
cam2431,3,2,4,138828.0,263823.0,133845.0,24877.0,0.217,2294.0,0.4676,2066849.7103999997,2.27,172.0,4.0,6.0,1,5.263157894736842
cam2432,2,2,1,174066.0,82639.0,249025.0,49367.0,0.4278,596.0,0.1592,141414.0,3.554,79.0,2.2,2.0,1,10.526315789473683
cam2433,2,1,4,368278.0,137810.0,163936.0,7606.0,0.8883,5482.0,0.5472,232488.0,0.75,33.0,1.0,2.0,2,0.0
cam2434,0,2,0,499548.0,406676.0,165865.0,7278.0,0.0123,397.0,0.6288,293238.0,1.14,36.0,3.8,2.0,1,5.263157894736842
cam2435,1,1,0,193963.0,154621.0,143572.0,40570.0,0.2825,4775.6,0.0195,263936.0,0.71,292.0,2.0,8.0,0,10.526315789473683
cam2437,-1,3,1,179217.0,230100.0,864007.0,27347.6,0.369,4140.0,0.0265,704768.0,0.59,238.0,5.0,44.45747469,1,10.526315789473683
cam2438,0,2,2,367288.0,238777.4,665255.6,28111.0,0.9099,3189.0,0.7213,831808.0,2.84,58.0,3.0,10.0,2,10.526315789473683
cam2441,0,4,0,271992.0,204330.0,673430.6,4911.0,0.5165,8272.0,0.7497,445062.0,2.742,126.0,2.0,53.34896962,2,10.526315789473683
cam2442,2,1,1,442290.0,76476.0,655688.0,45402.0,0.2793,4391.0,0.5848,470802.0,4.31,164.0,5.0,6.0,1,0.0
cam2443,4,1,0,268211.0,340994.0,879678.0,15809.0,0.7074,9686.0,0.9915,19195.0,0.81,221.0,1.0,10.0,2,0.0
cam2444,3,2,2,153562.0,46539.0,952947.0,635.0,0.4246,2384.0,0.2653,291546.0,4.02,269.0,2.0,8.0,0,0.0
cam2445,4,1,2,128659.0,212548.0,782752.0,36192.0,0.0936,1350.0,0.8731,114881.0,2.16,194.0,1.0,2.0,-1,5.263157894736842
cam2446,4,3,0,131432.0,349419.0,353811.0,12155.0,0.19872,912.0,0.1032,340239.0,3.56,340.0,4.0,2.0,2,5.263157894736842
cam2447,2,1,4,409281.0,437164.0,346691.0,7380.0,0.0119,6786.0,0.0141,809004.0,4.86,6.0,2.0,5.0,0,5.263157894736842
cam2448,2,2,-1,194999.0,77040.0,606330.2,17531.0,0.0802,6849.0,0.7866,564865.0,1.55,347.0,2.0,9.0,1,10.526315789473683
cam2449,2,0,4,407666.0,323889.0,312443.0,33348.0,0.625,4841.0,0.5299,985805.0,3.8,223.0,3.0,9.0,0,5.263157894736842
cam2450,1,1,0,274922.0,111368.0,941338.0,17486.0,0.7847,9015.0,0.0233,271933.0,4.21,325.0,3.0,3.0,2,5.263157894736842
cam2451,1,1,4,161621.0,65764.0,963944.0,49577.0,0.9966,8537.0,0.7179,975624.0,4.218000634,86.0,4.0,10.0,0,0.0
cam2452,1,2,0,288538.0,195479.0,367679.0,36665.0,0.9407,3433.0,0.552,251049.0,1.07,90.0,4.0,7.0,1,5.263157894736842
cam2454,3,0,0,52352.0,426700.0,346942.0,40630.0,0.8797,6522.0,0.2002,893305.0,1.4,208.2,3.0,3.0,-1,10.526315789473683
cam2455,1,2,-1,15060.0,68646.0,27470.0,30763.0,0.1371,4388.0,0.0855,101772.0,2.748,334.0,2.2,4.0,0,15.789473684210526
cam2456,0,1,4,432224.0,304170.0,154827.0,26191.0,0.0472,8642.0,0.3355,946459.0,1.74,93.0,3.0,9.0,1,0.0
cam2457,3,4,4,122690.0,329800.0,854318.0,34738.0,0.045,2770.0,0.1631,448530.0,1.99,152.0,4.0,9.0,0,0.0
cam2458,4,0,3,86794.0,391208.0,867342.0,7903.0,0.8225,9501.0,0.6689,700660.4,3.5100000000000002,137.0,5.0,10.0,1,15.789473684210526
cam2461,4,1,2,363434.0,349382.0,207428.0,1381.0,0.9762,2715.0,0.1373,236461.0,3.23,74.0,1.0,5.0,1,0.0
cam2462,4,4,2,66055.0,67876.0,314551.0,37749.0,0.3371,9086.0,1.1980684104000001,864548.0,1.37,169.0,3.0,1.0,1,5.263157894736842
cam2463,2,4,2,141041.0,382708.0,177727.0,6010.0,0.32496,5893.0,0.0509,481369.0,3.2,129.0,3.8,3.0,2,10.526315789473683
cam2464,1,3,3,401923.0,214512.0,402576.0,3994.0,0.2579,2975.0,0.5567,939931.0,3.3,328.0,2.0,10.0,1,0.0
cam2465,4,1,0,238024.2,65762.0,274522.0,35320.0,0.0803,2390.0,0.60262,244705.0,2.36,283.0,5.0,5.0,2,15.789473684210526
cam2466,0,-1,1,106390.0,150974.0,88974.0,33282.0,0.7822,7931.0,0.3546,2142901.3104,3.33,226.0,2.6,3.0,0,15.789473684210526
cam2467,2,-1,1,379486.0,440294.0,309268.2,41469.0,0.6279999999999999,4216.0,0.1051,868696.0,0.33,155.0,2.2,10.0,0,21.052631578947366
cam2468,3,0,1,285827.0,34864.0,74417.0,45225.0,0.3899,8519.0,0.6613600000000001,784351.0,0.35,185.0,2.0,6.0,2,5.263157894736842
cam2469,2,1,2,143031.6,195393.0,890851.0,26503.8,0.7327,3409.0,0.9287,980277.0,2.27,114.0,4.0,7.0,0,10.526315789473683
cam2470,4,0,0,207172.0,7870.0,573757.0,43961.0,0.4957,5472.0,0.3966,363959.0,0.68,249.0,5.0,10.0,1,0.0
cam2471,2,1,2,43750.0,310740.0,86201.0,16247.0,0.5081,1209.0,0.8641,933028.0,3.78,312.0,4.0,5.4,2,5.263157894736842
cam2472,1,-1,1,119424.0,399035.0,18451.0,27221.0,0.6578,1493.0,0.5818,2628794.452,2.3,349.0,1.0,1.0,2,5.263157894736842
cam2473,0,2,3,69892.0,445567.0,325141.0,49785.0,0.7217,466.0,0.2818,248150.0,3.74,42.0,1.0,3.0,1,0.0
cam2474,2,1,2,162834.0,266150.0,361027.0,39516.0,0.1158,6398.0,0.3433,936463.0,2.362,363.0,4.4,5.0,1,15.789473684210526
cam2475,0,4,0,424836.0,395721.0,833117.0,20285.0,0.4174,1379.0,0.4225,83064.0,4.22,124.0,1.0,8.0,-1,5.263157894736842
cam2476,3,2,3,393767.0,192364.0,424714.0,40984.0,0.7844,8150.0,0.6357,967529.0,2.678,306.0,4.0,7.0,2,10.526315789473683
cam2477,3,4,1,406206.0,374871.0,1070248.815,29572.6,0.1423,620.0,0.5528,78144.0,1.9799999999999998,188.0,1.0,8.0,0,10.526315789473683
cam2478,-1,4,2,121570.0,386600.0,504606.0,14460.0,0.6401,4226.6,0.2457,16379.0,2.31,175.0,5.0,10.0,1,10.526315789473683
cam2480,2,4,0,119657.0,171962.0,461231.0,22674.4,0.8421,5078.0,0.6447,424776.0,3.81,291.0,5.0,6.0,0,10.526315789473683
cam2481,1,0,0,75603.0,300038.0,669836.0,42583.0,0.1034,4778.0,0.9779,4046791.524,4.47,248.0,5.0,5.0,0,5.263157894736842
cam2482,2,3,1,160638.0,380415.0,600835.0,11517.0,0.6355,6737.0,0.3215,111677.0,4.35,337.0,3.0,7.0,0,0.0
cam2484,2,2,2,165157.0,271570.4,79938.0,46138.0,0.5654,4678.0,0.5964,115932.0,4.01,176.0,3.0,8.0,1,10.526315789473683
cam2485,0,2,0,276845.0,375897.0,471526.0,22429.0,0.4306,6162.0,0.6057,635233.0,4.19,107.0,4.0,5.0,2,0.0
cam2486,0,1,1,303729.0,30918.0,201603.0,8962.0,0.8888,8391.0,1.2110136436,328120.0,4.11,206.0,3.0,5.0,1,5.263157894736842
cam2487,4,0,0,203436.0,58299.0,298722.0,37155.0,0.4366,3075.0,0.0541,702307.0,2.86,209.4,3.0,4.0,2,5.263157894736842
cam2488,0,0,0,164824.0,220586.0,805158.0,20333.0,0.232,1671.0,0.5537,570776.0,4.8,174.0,5.0,2.0,1,5.263157894736842
cam2489,0,3,2,14405.0,114310.0,454455.0,18890.0,0.62,9843.0,0.86,627791.0,3.22,295.0,2.0,6.0,0,0.0
cam2491,4,3,0,318538.0,271568.0,817272.0,964.0,0.4718,9056.0,0.7924,345508.0,2.9059999999999997,155.0,3.0,8.0,0,5.263157894736842
cam2492,0,1,1,432483.0,263330.0,325628.0,24486.0,0.0481,1625.0,0.7694,2061557.9104,0.6,333.0,4.0,3.0,2,5.263157894736842
cam2493,2,4,2,188688.0,79602.0,6121.0,10981.0,0.3991,5513.0,0.5688,65902.0,4.45,84.0,1.0,6.2,0,5.263157894736842
cam2494,-1,4,0,373955.0,301806.0,943182.0,49165.0,0.837,9352.0,0.55174,609201.40728,3.1,166.0,1.0,6.8,2,26.31578947368421
cam2495,1,3,1,145792.8,312621.0,106005.0,23277.4,0.0789,3469.0,0.2808,548028.0,3.31,232.0,5.0,6.2,2,21.052631578947366
cam2496,4,4,3,264222.0,105324.0,720291.0,48294.0,0.9932,5573.0,0.225,330191.0,2.87,274.0,1.0,22.004690888,2,5.263157894736842
cam2497,-1,3,1,392092.0,90129.0,762621.0,17136.0,0.8087,4530.0,0.7356,285727.0,4.36,152.3163591,46.05543868,9.0,0,5.263157894736842
cam2498,1,2,2,326966.0,236047.0,260676.0,39288.0,0.6431,1358.0,0.1642,1412.0,4.98,150.0,2.0,1.0,2,0.0
cam2499,1,4,2,415556.0,230703.0,262358.0,26411.0,0.2611,3738.0,0.6065,167979.0,0.48,208.0,1.0,1.0,1,0.0
cam2501,1,3,-1,110770.0,256948.2,889485.0,41166.0,0.6604,4558.0,0.54262,581824.33656,2.42,239.0,4.0,5.0,2,31.57894736842105
cam2502,4,-1,2,260487.0,380853.0,489064.0,465.0,0.5215,872.0,0.9303,832265.0,3.274,485.72814159999996,2.0,7.0,1,21.052631578947366
cam2503,4,2,1,48131.0,303683.0,983238.0,21027.0,0.4532,1081.0,0.2347,885540.0,3.79,232.0,5.0,2.0,1,5.263157894736842
cam2506,4,2,4,194625.0,229659.0,501703.8,13126.0,0.2146,777.0,0.8623,458223.0,4.35,192.0,4.0,6.8,0,10.526315789473683
cam2507,-1,1,3,336801.0,320269.0,851399.0,16306.0,0.8405,3472.0,0.4343,83119.0,2.036,67.0,2.0,7.0,2,10.526315789473683
cam2508,-1,0,1,428133.0,325256.0,325382.0,32839.0,0.9398,5744.6,0.33142000000000005,316166.0,4.42,123.0,4.0,3.0,1,15.789473684210526
cam2509,3,2,1,420740.0,315980.0,579180.0,46168.0,0.6281399999999999,9612.0,0.6705,792284.0,0.1,2.0,2.0,7.0,0,10.526315789473683
cam2511,0,4,2,45865.0,164148.0,458641.0,28550.6,0.5711,3171.0,1.2568817170000002,837612.0,2.13,192.6,4.0,5.0,0,15.789473684210526
cam2512,4,3,1,153971.0,103906.0,579448.0,16066.0,0.8467,2024.0,0.3448,475722.0,1.27,223.0,1.0,5.0,1,0.0
cam2513,3,1,0,190527.0,249898.8,52572.0,47445.0,0.2853,112.0,0.3069,603219.6,2.11,190.4,3.0,7.0,2,15.789473684210526
cam2514,0,0,3,87141.0,32251.0,870987.0,16264.0,0.7995,4615.0,0.0953,561784.0,0.13,340.0,3.6,10.0,2,10.526315789473683
cam2515,0,4,0,54556.0,26755.0,359918.0,27808.0,0.9196,838.0,0.9634,398361.0,0.01,355.0,3.0,5.6,0,5.263157894736842
cam2517,2,4,2,188549.0,228801.0,918483.0,7191.0,0.4248,584.0,0.5896,742736.0,2.24,167.0,5.0,6.0,2,0.0
cam2518,0,3,-1,450663.0,302860.0,141097.0,3883.0,0.2827,5559.0,0.0085,324732.0,2.21,199.0,1.0,9.0,1,5.263157894736842
cam2519,4,2,2,303614.0,299671.0,75990.0,22415.0,0.5529,6263.0,0.6589,545850.0,3.85,72.0,2.0,4.0,1,0.0
cam2520,4,0,0,366016.0,22638.0,564033.0,259.0,0.2227,4872.0,0.42934,873299.0,2.19,166.2,4.0,7.0,0,10.526315789473683
cam2521,0,1,2,116134.8,221498.0,854939.0,45836.72187,0.1772,4748.0,0.8164199999999999,947213.0,3.6,17.0,2.2,3.6,0,21.052631578947366
cam2522,0,0,3,34405.0,102647.0,648167.0,17724.0,0.4476,3692.0,0.7916,434484.0,0.51,116.0,2.4,6.0,0,5.263157894736842
cam2523,-1,3,3,446097.0,422515.0,523876.0,38748.0,0.4917,3383.0,0.2246,300366.0,0.34,229.0,3.4,6.0,2,10.526315789473683
cam2524,3,3,-1,480229.0,50387.0,122735.0,14410.0,0.5797,7059.0,0.135,472244.0,2.92,27.0,4.0,8.0,2,5.263157894736842
cam2525,-1,3,0,348161.0,355811.0,564168.0,9267.0,0.6654,2247.0,0.2178,212327.0,0.23,688.04976,5.0,7.0,1,5.263157894736842
cam2526,2,1,4,313433.0,70309.0,331606.0,15505.0,0.7656,5605.0,0.9824,94858.0,2.2,13.0,46.05543868,2.0,0,5.263157894736842
cam2527,2,0,0,126839.0,267800.0,588565.0,43126.0,0.3099,1535.0,0.424,492625.0,3.32,87.0,4.0,6.0,2,0.0
cam2528,1,2,0,234393.4,138681.0,47723.0,20824.0,0.8047,7198.0,0.1213,436042.0,4.77,198.0,2.0,5.0,1,5.263157894736842
cam2529,1,3,0,109721.0,217529.0,223965.0,26287.0,0.5122,1985.0,0.428,950427.0,4.47,106.0,3.0,6.0,0,5.263157894736842
cam2530,2,-1,4,69732.0,160673.0,137875.0,40505.0,0.0472,4871.2,0.264,242695.0,3.48,62.0,5.0,7.6,-1,21.052631578947366
cam2532,4,4,4,282771.8,310827.0,991266.0,34791.0,0.2569,9948.0,0.2873,747069.0,1.53,41.0,1.0,4.0,1,5.263157894736842
cam2533,4,2,-1,164049.0,96997.0,431248.0,15132.0,0.2858,7376.0,0.3032,481046.0,2.87,293.0,4.0,8.0,1,5.263157894736842
cam2535,1,0,1,239387.0,297888.0,433452.0,27225.0,0.1885,6688.0,0.9031,719240.0,0.84,272.0,3.0,6.0,1,0.0
cam2536,4,4,3,393294.0,67209.0,226644.0,8434.0,0.7573,2957.0,0.0389,463068.0,3.01,56.0,3.0,9.0,0,5.263157894736842
cam2538,0,4,3,250933.0,43624.0,501246.0,47687.0,0.6245,5052.0,0.4625,793721.0,3.43,237.0,2.0,6.0,0,0.0
cam2539,3,4,3,458750.0,236003.0,489972.4,12963.0,0.0187,5525.8,0.6397,503982.0,4.48,314.0,5.0,7.0,2,10.526315789473683
cam2540,4,0,1,240880.0,324644.0,51964.0,27768.0,0.1484,840.0,0.8574,2331600.6027999995,3.12,237.0,5.0,6.0,-1,10.526315789473683
cam2541,1,4,1,448929.0,133083.0,595552.0,25726.0,0.3242,8726.0,0.3284,49082.0,4.74,291.0,3.0,10.0,1,0.0
cam2542,3,3,4,88514.0,303688.0,806862.0,23907.0,0.5607,3487.0,0.4273,440797.0,3.06,170.0,3.0,6.0,1,0.0
cam2543,2,4,0,346022.0,323039.0,387534.0,41209.0,0.0806,4105.0,0.5267,535537.0,1.89,353.0,2.0,8.0,2,0.0
cam2545,3,0,2,92382.0,87787.0,50897.0,19504.0,0.8976,250.0,0.8615,985823.0,2.77,181.0,3.0,4.0,0,0.0
cam2546,4,3,0,336652.0,267509.0,869705.5924,25573.0,0.1658,8341.0,0.0339,771077.0,2.2039999999999997,224.0,4.0,2.0,0,5.263157894736842
cam2547,0,4,-1,235620.0,309723.0,656352.0,20060.0,0.9104,4425.0,0.6291,820732.0,3.98,109.0,5.0,7.0,1,5.263157894736842
cam2548,4,3,3,328294.0,295496.4,590029.0094,27624.0,0.3912,8310.0,0.2026,463183.4,4.94,319.0,2.0,10.0,1,10.526315789473683
cam2549,3,2,1,161990.0,399995.0,886738.0,7003.0,0.7324,6434.0,0.0303,673937.0,2.74,85.0,3.0,1.0,0,0.0
cam2550,2,2,3,305216.0,427251.0,157757.0,15279.0,0.1162,9335.0,0.3451,468916.0,2.26,256.4,3.0,4.0,2,10.526315789473683
cam2551,1,0,3,399898.0,160002.0,234153.0,5721.0,0.3901,1968.0,0.1392,934939.0,2.31,136.6,2.0,6.0,1,5.263157894736842
cam2552,3,3,1,373561.0,402327.0,14509.0,3302.0,0.9107,9825.0,0.2296,234670.0,0.51,56.0,3.0,9.0,2,0.0
cam2553,2,3,4,300022.0,340742.0,520491.0,32673.0,0.8366,9823.0,0.8998,962704.0,3.96,352.0,5.0,6.0,2,0.0
cam2554,0,0,2,130721.0,432621.0,211788.0,7693.0,0.9395,9632.0,0.2135,167446.0,2.91,76.0,5.0,7.0,1,5.263157894736842
cam2555,4,0,2,158429.0,210752.6,485723.6,10976.0,0.3897,2789.0,0.0327,1000890.498,0.3,266.0,1.0,9.0,2,21.052631578947366
cam2556,1,2,4,208455.2,38134.0,801135.0,46530.0,0.48072,2017.0,0.4035,678740.0,2.95,137.0,3.0,8.0,2,15.789473684210526
cam2557,2,-1,2,49141.0,177682.0,884906.0,5288.0,0.3362,5279.0,0.6881,961610.0,3.15,349.0,5.0,8.0,0,5.263157894736842
cam2558,-1,2,3,295191.0,333117.0,443133.0,27338.0,0.2338,1106.0,0.4874,407856.0,1.68,164.2,3.0,9.0,2,10.526315789473683
cam2559,3,0,-1,260844.0,414022.0,438446.8,41493.0,0.7202,5589.8,0.9668,877123.0,4.96,258.0,2.0,5.8,0,21.052631578947366
cam2560,3,2,0,52037.0,380301.0,890171.0,37465.0,0.2989,9713.0,0.9643,170371.0,1.16,10.0,5.0,7.0,2,0.0
cam2561,0,0,1,436961.0,82091.0,726135.0,10861.0,0.9164,6868.6,0.0176,127831.0,3.0,241.0,5.0,9.0,0,10.526315789473683
cam2563,4,3,4,118382.0,156879.4,652902.0,5719.0,0.8143,7995.0,0.7565,338036.6,3.27,306.0,3.4,10.0,0,15.789473684210526
cam2564,3,2,2,212635.0,79108.0,207137.0,4660.0,0.9503,9216.0,0.791,266457.0,0.43,357.0,3.0,7.0,2,0.0
cam2565,0,3,1,106893.0,72346.0,687199.0,49397.0,0.574,2496.0,0.3530666934,818737.0,4.83,196.6,5.0,10.11319595,1,15.789473684210526
cam2568,1,4,2,157027.0,68462.0,613556.8,48208.0,0.5068645714000001,8407.0,0.5855,601734.0,3.76,331.0,1.0,5.0,0,15.789473684210526
cam2569,0,1,0,58263.0,283670.0,520048.6,5845.0,0.6901,6356.0,0.3677,470538.0,4.12,170.0,4.0,8.0,2,5.263157894736842
cam2571,1,1,4,117840.4,201582.0,544577.0,109.0,0.8052,1635.0,0.8737,929008.0,1.33,152.2,5.0,9.0,1,10.526315789473683
cam2572,0,-1,-1,216381.0,415007.0,392926.0,35142.0,0.156,8730.0,0.9986,247408.0,1.4,218.0,1.0,8.0,0,31.57894736842105
cam2574,-1,1,1,420066.0,313390.0,435525.0,29300.6,0.6095,4716.2,0.36839999999999995,489557.0,4.94,264.0,3.0,10.0,2,21.052631578947366
cam2575,0,3,0,113413.8,207275.0,727976.0,10524.0,0.6325,6871.0,0.7147,541080.0,0.93,152.0,5.0,9.0,1,10.526315789473683
cam2576,4,3,3,145222.2,209620.0,404854.0,22340.0,0.3146,1726.0,0.6169,233724.0,3.87,3.0,2.0,5.0,1,5.263157894736842
cam2577,3,3,0,445464.0,320321.0,601285.0,45895.0,0.7363,4288.0,0.289,11469.0,0.53,207.8,1.0,3.0,2,5.263157894736842
cam2578,2,3,4,193370.0,269371.6,748868.0,48534.0,0.3297,5709.0,0.43,998929.0,4.07,21.0,5.0,6.0,2,5.263157894736842
cam2579,4,0,3,236432.0,322674.0,119084.0,42471.0,0.47115999999999997,9252.0,0.5965,880008.0,0.16,115.0,3.0,6.0,1,10.526315789473683
cam2580,1,1,4,277130.0,6195.0,87844.0,27277.8,0.6502,1314.0,0.4384,776945.0,0.32,227.0,2.6,1.0,1,10.526315789473683
cam2581,2,3,2,432984.0,301503.0,218900.0,46189.0,0.0379,5693.0,0.1338,189815.6,2.78,234.0,2.0,9.0,2,10.526315789473683
cam2583,0,4,2,221465.0,389883.0,656010.0,16020.0,0.19,6214.0,0.5151,7606811.478,2.49,118.0,4.0,1.0,1,0.0
cam2584,1,4,0,110228.0,299270.0,943695.0,6620.0,0.0534,4322.0,0.8379,372165.0,0.63,183.0,4.0,5.0,1,5.263157894736842
cam2585,4,1,1,178348.0,269473.0,676429.0,10612.0,0.40904000000000007,9557.0,0.8199,66003.0,0.88,514.95377,2.8,6.0,2,15.789473684210526
cam2586,4,1,4,337484.0,87440.0,743701.0,43015.0,0.1501,9640.0,0.9322,852744.0,4.4,303.0,4.0,2.0,2,0.0
cam2587,4,3,3,188358.6,11019.0,740940.0,10583.0,0.32,9890.0,0.5364,577678.0,2.8,146.0,3.0,10.0,2,5.263157894736842
cam2588,0,1,2,492606.0,271710.0,657335.0,15575.0,0.4468,7561.0,0.1415,954359.0,3.82,115.0,1.0,8.0,1,0.0
cam2590,3,4,-1,470141.0,48197.0,456802.0,24223.0,0.961,5965.0,0.0704,2252941.3104,3.94,58.0,3.0,9.0,0,10.526315789473683
cam2591,0,0,2,212438.0,228113.2,575582.0,40804.0,0.3506,8288.0,1.028738828,781929.0,0.54,284.0,1.0,3.0,2,5.263157894736842
cam2592,1,1,2,16390.0,87217.0,10614.0,20139.8,0.737,9003.0,0.2936,84380.0,1.24,194.0,2.0,5.0,1,5.263157894736842
cam2593,1,-1,4,313674.0,128659.0,539177.0,29576.0,0.7414,4063.0,0.2438,370028.0,2.18,78.0,2.0,6.0,2,5.263157894736842
cam2594,2,2,4,22225.0,61757.0,162965.0,1330.0,0.8001,6150.0,0.624,138058.0,0.97,135.0,3.0,4.0,2,0.0
cam2595,0,3,2,69449.0,239221.0,775307.0,43815.0,0.2029,6794.0,0.4545,151712.0,3.38,160.0,2.0,4.0,0,0.0
cam2596,3,3,3,128286.0,37935.0,164336.0,22431.0,0.0836,9135.0,0.5058,897770.0,1.95,259.0,1.0,2.0,1,5.263157894736842
cam2597,1,3,4,421671.0,70605.0,424660.0,32617.0,0.3669,6556.0,0.8466,974338.0,1.45,188.2,2.0,10.0,1,10.526315789473683
cam2599,1,3,0,87568.0,189553.4229,328031.0,35943.0,0.6539,9136.0,0.4056,209825.0,1.53,304.6327182,2.0,1.0,1,0.0
cam2600,2,1,0,280357.0,189376.0,155379.0,48294.0,0.2905,3570.8,0.2701,900758.0,0.16,228.0,5.0,6.0,1,5.263157894736842
cam2601,2,-1,2,261880.4,101007.0,851749.0,23924.4,0.2035,6543.0,0.5635,633291.2,3.85,163.0,4.0,5.4,0,26.31578947368421
cam2603,0,3,4,50007.0,61025.0,554008.4,16309.25064,0.706,2916.0,0.8023,538109.0,2.15,140.0,1.0,26.67448481,2,5.263157894736842
cam2604,4,1,3,18874.0,229647.0,929371.0,30785.6,0.9925,6695.0,0.4122,248253.0,0.26,290.0,4.0,3.0,1,5.263157894736842
cam2606,2,3,1,246087.0,203923.0,812505.0,22684.0,0.60458,4810.0,0.67146,853186.0,1.02,352.0,46.05543868,5.8,0,15.789473684210526
cam2607,4,4,0,460004.0,397957.0,146019.0,32065.0,0.5269,8796.0,0.7001,754567.0,3.64,227.0,5.0,1.0,2,0.0
cam2608,2,2,0,442645.0,447288.0,967487.0,14684.0,0.5222,8446.0,0.4528,2261978.9104,0.38,183.0,2.0,4.0,1,5.263157894736842
cam2609,1,0,2,301872.0,447372.0,469727.0,28898.0,0.2973,4633.0,0.4235,151662.0,1.49,214.0,5.0,10.0,2,5.263157894736842
cam2610,-1,3,1,274524.0,377822.0,623155.0,24684.0,0.4278,3588.0,0.2055,903215.0,2.786,91.0,2.0,1.0,1,26.31578947368421
cam2612,4,1,3,404035.0,334595.0,46500.0,27108.091999999997,0.4457,2899.0,0.134,728417.0,3.37,12.0,1.0,10.0,-1,10.526315789473683
cam2613,2,2,2,247251.0,146287.0,597842.0,41868.0,0.5521,3005.0,0.54896,19181.0,0.83,153.0,1.0,2.0,0,10.526315789473683
cam2614,1,1,2,168571.0,111774.0,806358.0,11769.0,0.6637,1322.0,0.6274,303389.0,3.26,249.0,4.0,10.0,0,0.0
