Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM2183,Billboard,Fashion,Sarawak,128024,112171,943965,44201,,,0.4066,846860,2.42,102,12/12/2023,25/6/2023,2,1,Low
CAM2184,Social Media,Fashion,Kuala Lumpur,388141,95035,,36424,0.5842,8614,0.2256,320773,0.65,221,13/3/2023,13/5/2023,2,9,Medium
CAM2185,Social Media,,Sarawak,78536,305211,860534,36137,0.3622,9996,0.5264,492284,0.52,,3/10/2023,20/10/2023,1,8,High
CAM2186,Email,Electronics,Johor,98750,44382,576460,36466,0.3131,593,0.9755,,4.13,77,22/2/2023,7/9/2023,1,2,Medium
CAM2187,Email,Groceries,Sabah,239138,408771,641658,25142,0.3443,6281,0.7869,,3.52,288,17/2/2023,12/5/2023,1,2,High
CAM2188,,Automotive,Sabah,279718,171048,456421,46147,0.7297,8066,0.6179,421739,0.03,231,21/8/2023,5/9/2023,2,3,Low
CAM2189,Email,Health,Kuala Lumpur,,142801,37288,414,0.7888,,0.4632,858459,0.54,128,31/10/2023,29/10/2023,2,2,Low
CAM2190,Email,Health,Sabah,81494,264007,385615,,0.5744,2972,0.3973,286018,2.69,320,11/5/2023,3/2/2023,3,8,Medium
CAM2191,Radio,Groceries,Penang,247495,413474,431613,11091,0.1499,3388,0.541,963203,1.39,283,14/3/2023,2/1/2023,3,10,High
CAM2192,Social Media,Groceries,Kuala Lumpur,25743,,555450,9721,0.2763,,0.0719,,2.08,222,24/12/2023,24/3/2023,5,10,Medium
CAM2193,TV,Automotive,Penang,257022,401140,520367,36604,0.6215,2608,0.6798,157707,3.61,85,7/10/2023,10/1/2023,27.63326321,9,High
CAM2194,Email,Fashion,Sabah,250083,98981,,26196,0.4795,2581,0.7438,533119,3.34,6,30/3/2023,11/9/2023,,10,Low
CAM2195,Billboard,Electronics,Kuala Lumpur,,438523,11993,14867,0.4681,1101,0.7135,755160,3.16,234,23/5/2023,21/4/2023,1,1,Low
CAM2196,Billboard,Fashion,Sabah,58630,,640773,3930,0.1159,5502,0.423,999152,0.51,216,9/1/2023,11/3/2023,,5,High
CAM2197,Billboard,Groceries,Sabah,483464,5856,5055709.711,5393,0.687,3674,0.0358,299029,4.98,237,23/10/2023,,5,6,High
CAM2198,TV,Electronics,Sabah,457572,88870,317500,6607,0.3163,2797,0.9515,3660,4.18,157,15/4/2023,13/8/2023,4,9,High
,Billboard,Groceries,Johor,395733,182265,653875,42436,,1099,0.3882,273566,3.52,157,6/9/2023,16/10/2023,2,7,High
CAM2200,Billboard,Health,Penang,293912,,634215,20763,0.9041,6374,0.7961,822990,2.11,251,4/2/2023,,5,8,High
CAM2201,Email,Electronics,Johor,461013,1696289.723,796067,48378,0.4843,3577,0.7965,101379,3.32,98,30/11/2023,30/10/2023,1,4,Low
CAM2202,Billboard,Automotive,Johor,387503,70953,471745,17996,0.9685,7370,0.0538,829121,1.41,,,11/7/2023,2,1,Low
CAM2203,TV,Electronics,Kuala Lumpur,494898,375778,498928,48948,0.9235,9130,0.0467,902048,3.84,139,,19/7/2023,3,6,High
CAM2204,TV,Electronics,Penang,381395,122956,391014,10381.3871,,38,,99316,2.88,7,23/4/2023,14/8/2023,4,9,Medium
CAM2205,Billboard,,Sarawak,430831,214546,570699,42294,0.9316,5193,0.0548,692530,,339,6/11/2023,28/2/2023,5,6,
CAM2206,Social Media,Groceries,Sarawak,481375,442960,227758,30766,0.5151,,0.041,445977,0.06,328,7/10/2023,17/8/2023,1,5,High
CAM2207,TV,Health,Johor,279830,33597,783159,30626,0.3813,7788,0.196,917689,,279,7/12/2023,16/4/2023,3,7,High
CAM2208,Radio,Electronics,Kuala Lumpur,410260,260849,253058,27066,0.597,3620,0.7,,1.58,358,16/6/2023,20/12/2023,2,8,Medium
CAM2209,TV,,Johor,17062,368109,884456,8443,0.5136,228,,,0.73,259,18/6/2023,2/7/2023,5,5,High
CAM2210,Billboard,,Sarawak,462400,,323012,2256,0.0424,8578,0.3979,102418,4.78,,30/7/2023,16/3/2023,1,10,Low
CAM2211,Email,,Kuala Lumpur,153021,237984,373805,4792,,7209,0.8685,359389,1.05,69,11/4/2023,31/7/2023,,,Low
CAM2212,Radio,Electronics,Penang,107706,218094,271424,27155,0.3152,9229,0.2196,837288,3.99,138,7/10/2023,10/4/2023,3,1,Low
,Radio,Health,Sabah,443466,338828,345781,26555,0.5396,,,941444,3.42,54,8/4/2023,6/7/2023,3,,High
CAM2214,TV,Health,Penang,471389,209019,4166257.619,7476,0.864,9363,0.9342,120275,0.15,,1/4/2023,12/2/2023,5,88.91494937,High
CAM2215,TV,Fashion,Kuala Lumpur,1941380.574,44742,581456,25339,0.6557,6600,0.1684,960932,2.65,213,,12/7/2023,1,6,Medium
CAM2216,Social Media,Electronics,Penang,,297318,871266,31976,0.0602,847,3.817318753,350804,3.77,336,23/8/2023,14/3/2023,5,1,Low
CAM2217,Email,Fashion,Kuala Lumpur,64963,160114,267168,3130,0.3526,65874.59513,0.0612,147284,3.92,205,9/4/2023,30/1/2023,4,3,
CAM2218,TV,Health,Kuala Lumpur,125986,107297,231389,4202,0.5867,6109,5.236473614,691111,4.94,,28/5/2023,21/7/2023,4,9,Medium
,Billboard,Automotive,Penang,323576,124303,48381,1621,0.2027,4345,,656750,2.19,344,22/1/2023,6/3/2023,1,8,High
CAM2220,Email,Health,Sarawak,1990980.994,446180,74086,30922,0.5463,7451,0.7439,129233,3.53,148,26/9/2023,18/6/2023,3,7,High
CAM2221,Radio,Electronics,Sarawak,,102744,633236,44399,0.6735,6553,0.4873,611546,4.96,283,19/5/2023,10/6/2023,4,7,Medium
CAM2222,Email,Fashion,Penang,325551,262946,856492,42037,,2643,0.1948,720764,1,131,16/4/2023,15/6/2023,3,9,High
CAM2223,Email,Automotive,Sabah,,212905,548051,19586,0.8208,4463,1.575766617,,1.74,20,2/1/2023,27/6/2023,1,,High
CAM2224,Email,Health,Johor,241334,2286745.465,348109,36336,0.9946,3456,0.063,426655,,265,23/12/2023,10/10/2023,5,5,Low
CAM2225,Billboard,Fashion,Sarawak,216624,347359,,40626,0.3346,740,0.2381,44545,3.7,66,31/1/2023,21/8/2023,2,5,
CAM2226,Email,Health,Johor,320077,89498,765171,16377,0.4626,4738,0.9481,73069,,6,7/6/2023,24/3/2023,2,6,
CAM2227,Social Media,Electronics,Kuala Lumpur,123839,331488,12479,14345,0.0492,3562,0.2749,605659,3.04,112,17/11/2023,8/4/2023,3,8,Medium
CAM2228,Social Media,Fashion,Sabah,147768,345449,779804,30224,0.8249,5984,0.8775,866011,2.77,164,1/6/2023,26/12/2023,5,2,Low
CAM2229,Email,Fashion,Sarawak,382301,44382,827161,39779,0.588,386,0.3834,239773,0.94,222,,7/7/2023,,7,High
CAM2230,TV,Health,Sabah,116801,,130639,26686,,5395,0.668,799670,3.44,,7/7/2023,19/3/2023,4,8,Low
CAM2231,Radio,Automotive,Penang,381390,328026,745031,29539,0.5541,4351,0.4544,792322,4.38,333,5/6/2023,22/12/2023,2,8,Medium
CAM2232,Radio,Health,Penang,419240,409050,681816,48628,0.0404,3609,0.749,194659,4.26,99,8/11/2023,13/3/2023,4,9,Low
,Billboard,Automotive,Sabah,387040,342134,548193,26991,0.1786,9860,0.1852,978436,2.35,1538.920455,2/9/2023,19/5/2023,1,6,Medium
CAM2234,Social Media,Electronics,Sabah,338258,169553,979505,3811,7.669538623,1179,0.0538,562300,3.25,295,9/4/2023,27/7/2023,2,4,High
CAM2235,TV,Automotive,Johor,82335,409391,70632,23063,0.6431,1042,0.9293,145057,4.82,180,26/11/2023,11/6/2023,4,4,High
CAM2236,Social Media,Groceries,Kuala Lumpur,,317717,26399,,0.9892,4261,0.0645,560059,0.57,26,5/3/2023,23/7/2023,2,8,Low
CAM2237,Social Media,Automotive,Sarawak,220379,47946,3615,33687,0.3515,8926,0.7673,378186,4.8,,8/11/2023,14/8/2023,2,7,Low
CAM2238,Social Media,Fashion,Kuala Lumpur,472608,295736,596915,35946,0.9453,6190,0.9588,635384,2.48,289,24/12/2023,13/6/2023,2,9,High
CAM2239,TV,Automotive,Johor,40145,216149,353709,33228,0.6937,8767,0.1559,878144,3.54,73,15/8/2023,4/3/2023,2,1,Medium
CAM2240,Social Media,Health,Kuala Lumpur,495084,183696,,40808,,4372,0.468,959589,4.29,134,7/10/2023,9/1/2023,,2,High
CAM2241,Radio,Electronics,Kuala Lumpur,214086,56560,2070,45695,0.6951,,,6943008.748,4.39,27,17/12/2023,30/9/2023,4,10,High
,Radio,Health,Sarawak,218933,139496,,20243,0.4614,6515,0.4151,,4.31,146,5/7/2023,4/11/2023,1,6,High
CAM2243,Email,Health,Sabah,265815,171824,48503,,0.6291,743,,744668,4.11,55,,11/9/2023,1,8,Low
CAM2244,Email,Groceries,Kuala Lumpur,439308,263771,137296,8224,0.539,274,0.4607,974823,1.63,94,8/9/2023,30/7/2023,3,5,Medium
CAM2245,Email,Fashion,Kuala Lumpur,150084,313729,670028,2900,0.6148,6179,0.6592,693049,3.67,250,17/2/2023,12/2/2023,2,1,Medium
CAM2246,Email,Fashion,Penang,93140,314200,,4144,0.469,7129,0.0372,46129,4.14,18,24/3/2023,11/3/2023,1,9,Medium
CAM2247,Email,Groceries,Penang,383716,168547,329256,10937,0.069,9552,0.9144,223839,4.25,85,2/11/2023,7/12/2023,,6,Medium
CAM2248,Email,Fashion,Sabah,376867,156224,949589,4404,0.7873,95,0.1474,71650,4.45,63,8/8/2023,21/6/2023,,2,High
CAM2249,Social Media,,Penang,327502,51845,515800,19364,0.4288,4375,0.9197,863512,2.24,193,22/12/2023,10/5/2023,5,,Low
CAM2250,Billboard,Electronics,Sarawak,374849,282317,748906,6146,0.9355,,0.0456,739499,3.26,195,20/3/2023,9/7/2023,4,5,Low
CAM2251,Social Media,Groceries,Kuala Lumpur,114594,97803,566986,22327,0.8797,9770,0.0173,940557,0.31,132,12/7/2023,14/9/2023,2,4,High
CAM2252,Radio,Automotive,Johor,121146,446727,5637813.923,26699,7.965330864,9932,0.9122,630177,1.87,196,19/11/2023,29/4/2023,3,10,Medium
,Social Media,Electronics,Johor,,225479,409662,48150,0.182,8481,0.5243,819505,3.65,284,27/3/2023,21/11/2023,4,1,Low
CAM2254,TV,Fashion,Penang,340046,,,49468,0.7431,8155,0.658,506852,0.12,197,2/2/2023,5/7/2023,2,3,Low
CAM2255,Email,Fashion,Kuala Lumpur,263736,433506,356799,42247,0.813,6787,,585971,3.15,150,2/12/2023,1/10/2023,4,4,Low
CAM2256,Email,Groceries,,385512,195246,488260,20494,0.1098,2067,,210221,2.68,113,5/4/2023,1/8/2023,3,2,Low
CAM2257,Radio,Electronics,Kuala Lumpur,194258,404167,770890,2878,0.2723,9771,0.1721,551185,0.72,195,3/12/2023,15/7/2023,4,10,High
CAM2258,TV,Fashion,Johor,430884,253204,17483,17932,0.8753,4033,0.5586,596351,0.23,48,27/7/2023,8/10/2023,1,3,Medium
CAM2259,Billboard,Health,Sabah,195782,391741,288554,25084,0.1219,3533,0.1623,617137,0.2,36,24/6/2023,,,3,High
CAM2260,Billboard,Health,Penang,332470,215134,446873,39912,0.8895,4579,0.0543,638536,1.4,63,11/8/2023,18/6/2023,3,9,High
CAM2261,Social Media,Fashion,Sarawak,209997,6913,784650,17436,0.8139,3280,0.3608,178007,3.38,328,9/2/2023,15/11/2023,3,5,High
CAM2262,Billboard,Electronics,Johor,118777,331320,979696,35564,0.9637,5789,0.7639,,2.08,149,4/2/2023,,5,,Medium
,Radio,Health,Johor,70984,340283,730511,7418,0.8879,7619,0.8488,807973,1.23,201,11/3/2023,23/6/2023,2,1,High
CAM2264,Billboard,Electronics,Sarawak,127250,133157,755903,8730,0.0726,5124,0.4886,734135,3.71,19,13/2/2023,23/5/2023,3,8,High
CAM2265,Email,Groceries,Kuala Lumpur,349127,429821,125256,24775,0.0451,7128,0.2589,300572,2.76,23,26/2/2023,2/6/2023,1,5,
CAM2266,Email,Groceries,Sarawak,204239,700597.1738,160575,2134,0.3597,8927,0.3876,833057,0.29,201,,25/11/2023,5,7,Medium
CAM2267,Email,Health,Sabah,406832,325178,496536,31147,0.3449,9483,0.371,111547,2.78,83,12/2/2023,30/4/2023,4,3,High
CAM2268,TV,Groceries,Kuala Lumpur,125153,100019,,8789,0.875,234,0.0292,97587,4.88,347,24/6/2023,28/8/2023,3,2,Medium
CAM2269,Radio,Fashion,Penang,189704,242704,15725,30907,0.6524,710,0.4001,,3.26,28,25/10/2023,22/6/2023,3,1,Low
CAM2270,Billboard,Groceries,Johor,190972,417895,,45784,0.1419,2348,0.2059,767373,0.1,97,15/10/2023,9/6/2023,1,8,Low
CAM2271,Radio,Groceries,Penang,288771,,479693,16484,0.358,9427,0.3134,691659,,275,12/1/2023,16/7/2023,2,2,Low
CAM2272,Social Media,Automotive,Johor,353229,368009,468135,28447,9.132226468,570,0.1848,817350,3.4,299,23/4/2023,1/8/2023,1,2,Low
CAM2273,TV,,Sabah,160791,341429,,11551,0.68,1798,0.9271,92374,4.2,252,29/12/2023,11/6/2023,3,4,Low
CAM2274,Email,Fashion,Sabah,421185,221728,,47320,0.6034,5697,0.7456,663125,1.26,167,24/6/2023,29/7/2023,1,6,High
CAM2275,Billboard,Fashion,,462757,,727653,32264,0.9349,3049,0.6418,548516,,235,28/4/2023,31/8/2023,3,6,Medium
CAM2276,Social Media,Electronics,Sabah,146776,353881,494123,46605,0.937,8993,0.9318,616387,3.25,168,15/10/2023,21/8/2023,4,2,Low
CAM2277,Billboard,Groceries,Penang,398249,238138,966500,19832,0.7955,1057,0.7039,,1.15,53,15/12/2023,11/10/2023,3,4,Low
CAM2278,Billboard,Health,Sarawak,455518,62428,508535,39142,0.8705,6934,0.5549,668944,3.62,,19/3/2023,6/5/2023,4,6,Medium
CAM2279,Email,Health,,309200,,945800,39189,0.5182,7063,0.7527,119391.7819,4.35,220,21/9/2023,8/4/2023,2,3,
CAM2280,Email,Electronics,Sabah,466328,,,13889,0.4743,8945,0.9728,192219,0.87,226,17/1/2023,16/3/2023,2,10,Low
CAM2281,Radio,Health,Penang,,,,22594,0.2733,9571,0.2157,8885535.552,2.74,249,,24/5/2023,5,9,Low
CAM2282,Radio,Fashion,Sabah,118494,55783,167376,36495,0.4437,4643,0.2842,693671,0.58,311,16/2/2023,4/6/2023,4,7,Medium
CAM2283,Email,Health,Johor,110159,234633,174849,35685,0.5901,876,,890621,0.48,,14/9/2023,11/4/2023,1,2,Low
CAM2284,Email,Automotive,Penang,171061,130483,271691,22881,0.9632,4644,0.1523,559574,1.52,360,11/9/2023,,3,2,High
CAM2285,Radio,Automotive,Sarawak,19047,91732,973976,31942,0.574,3683,0.5902,685799,,201,,22/11/2023,4,4,Medium
CAM2286,Billboard,Fashion,Johor,265956,362137,837392,20298,0.1647,92,0.3379,291360,0.26,319,26/9/2023,25/10/2023,3,9,Medium
CAM2287,Radio,Groceries,Johor,288980,4206384.371,319103,28108,0.0331,4496,0.6033,469757,,,11/3/2023,5/8/2023,3,3,
CAM2288,TV,Health,Johor,227159,176235,499904,4774,0.885,3394,0.8351,,2.08,345,6/12/2023,16/9/2023,4,80.02345444,Low
CAM2289,Billboard,Groceries,Kuala Lumpur,,61484,942980,30048,,3911,0.1617,679684,,297,26/11/2023,5/3/2023,5,4,Medium
CAM2290,Social Media,Groceries,Johor,85663,,260495,12284,0.0752,7454,,500030,2.65,92,28/12/2023,22/7/2023,5,6,Medium
CAM2291,Email,Automotive,Penang,154218,,299036,47407,0.0652,7201,0.5062,165816,3.18,290,20/7/2023,21/8/2023,4,,Medium
CAM2292,TV,Electronics,,129842,26443,899670,46543,0.4711,7418,0.6157,133033,9.148902783,59,20/2/2023,3/5/2023,9.211087736,2,Low
CAM2293,Billboard,Fashion,Johor,293571,368184,470735,25484,0.454,,0.6806,147881,2.15,46,3/3/2023,13/2/2023,3,62.24046456,Medium
CAM2294,TV,Health,Kuala Lumpur,328342,162997,651566,32045,0.2714,542,2.143577009,192317,0.51,,5/2/2023,16/12/2023,1,10,Medium
CAM2295,Billboard,Electronics,Johor,27262,270796,,6038,0.1306,1414,0.9669,415995,3.26,261,20/4/2023,27/11/2023,4,2,Low
CAM2296,,Electronics,Kuala Lumpur,355340,278542,37674,37154,0.5945,321,0.0431,755970,4.82,17,26/11/2023,14/9/2023,5,5,Low
CAM2297,Radio,Electronics,Sarawak,281046,67168,6559071.633,20304,0.2738,8398,,393085,3.74,343,10/5/2023,5/3/2023,1,10,Low
CAM2298,Email,Automotive,,292633,365763,538769,44533,0.7494,844,0.3733,949872,3.82,169,26/1/2023,10/1/2023,3,8,High
CAM2299,TV,Health,Sabah,484054,443316,858030,11628,0.827,8936,0.9009,27873,3.23,359,17/5/2023,14/5/2023,,2,Low
CAM2300,Billboard,Automotive,Kuala Lumpur,380685,139566,186730,49253,0.6338,6349,0.5633,391429,4.58,209,6/7/2023,25/9/2023,5,8,Medium
CAM2301,Billboard,Health,Kuala Lumpur,264768,178279,2527846.669,42906,0.2195,8452,0.1696,467659,0.63,297,26/9/2023,12/12/2023,2,7,Medium
CAM2302,Billboard,Automotive,Johor,168998,,,46394,0.1723,,0.9469,,4.59,90,15/2/2023,31/1/2023,1,3,High
CAM2303,TV,Health,Sarawak,54735,439582,711014,3865,0.1864,6747,0.8955,32466,0.42,38,8/9/2023,7/2/2023,3,9,High
CAM2304,Radio,Health,Johor,4161289.561,,745201,25500,0.4255,6579,0.9286,764073,4.52,166,23/8/2023,22/2/2023,1,1,Low
CAM2305,Billboard,Groceries,Kuala Lumpur,,56273,993469,4181,0.0974,4763,0.8701,,4.22,63,20/5/2023,15/4/2023,3,10,Medium
CAM2306,Radio,Electronics,Kuala Lumpur,353264,,271666,38124,0.6115,5669,,730163,,194,4/4/2023,23/4/2023,3,5,Medium
CAM2307,TV,Health,Johor,196041,288720,614256,40331,0.3131,5610,0.8859,882790,1.15,129,14/12/2023,21/5/2023,4,5,High
CAM2308,TV,Groceries,Kuala Lumpur,159921,194308,3349,,0.7698,7800,0.3756,256823,2.36,,28/4/2023,18/10/2023,2,8,High
CAM2309,Social Media,Automotive,Sarawak,338408,94439,138117,4498,0.3312,5836,0.1479,,12.89163574,131,3/3/2023,24/12/2023,4,,Medium
CAM2310,Radio,Fashion,Sarawak,2033104.596,210552,376253,10899,0.4018,45169.55963,0.8929,280694,2.88,250,6/9/2023,20/10/2023,3,3,High
CAM2311,Social Media,Electronics,Sabah,109214,,399098,12681,,4848,0.8248,198713,4.23,,23/2/2023,28/9/2023,5,8,Medium
CAM2312,Radio,Groceries,Sarawak,203970,447994,933381,49082,0.2101,7443,0.9632,595691,3.79,95,17/7/2023,6/7/2023,4,4,Low
CAM2313,Radio,Health,Sarawak,354264,281311,852829,,0.2551,8150,0.262,134607,3.85,184,24/4/2023,20/1/2023,5,1,High
CAM2314,Email,Automotive,Sabah,376841,246061,740305,21662,0.8805,9991,0.9687,639416,3.46,242,25/10/2023,29/1/2023,2,6,Low
CAM2315,Billboard,Health,Kuala Lumpur,68522,357786,774647,23969,0.3734,9562,0.3382,763926,0.75,28,15/8/2023,28/3/2023,9.211087736,88.91494937,
CAM2316,Email,Electronics,Sarawak,200338,61005,707376,27218,0.7946,,0.7652,749215,0.62,,18/11/2023,1/10/2023,5,3,Low
CAM2317,TV,Fashion,Penang,142929,260156,,21455,0.1968,3627,0.9471,809172,0.38,331,6/6/2023,18/4/2023,3,6,Medium
CAM2318,Email,Automotive,Johor,168573,197518,681251,45224,0.9353,8377,,14291,,316,22/9/2023,12/4/2023,1,,Low
CAM2319,TV,Fashion,Sabah,407514,395475,547594,38355,0.9128,9610,0.3822,882167,4.21,261,3/9/2023,30/12/2023,,9,Medium
CAM2320,Billboard,Groceries,Kuala Lumpur,86041,153872,722527,685,0.3819,5713,5.767914452,112625,3.55,245,26/6/2023,30/12/2023,1,3,Low
CAM2321,Email,Automotive,Johor,440621,355617,675103,5127,0.7651,2473,,442995,2.33,220,13/2/2023,18/2/2023,2,9,Medium
CAM2322,Email,Electronics,Kuala Lumpur,,327421,388527,25525,0.0384,,,,0.27,,30/11/2023,12/2/2023,,8,
CAM2323,Radio,Health,Johor,445140,351636,201091,,0.0731,9425,0.9469,154567,3.68,1187.017143,11/7/2023,17/1/2023,2,4,Medium
CAM2324,Social Media,Automotive,Johor,,266963,874876,30156,0.637532791,6479,5.09396434,739757,0.32,284,13/12/2023,20/2/2023,2,8,High
CAM2325,Radio,Health,Sarawak,396065,,,31836,0.1306,,0.7912,406254,4.24,303,12/2/2023,13/2/2023,3,6,Low
CAM2326,Social Media,Fashion,Sabah,285125,411676,443018,,0.232,7756,0.5412,,3.42,128,18/8/2023,18/10/2023,46.05543868,10,
CAM2327,Email,Health,Sabah,142182,385482,285730,36213,0.1315,4540,,824408,4.73,272,28/2/2023,24/4/2023,4,62.24046456,Medium
CAM2328,TV,Automotive,Johor,491236,,704356,33107,0.6845,7300,0.0443,956829,,,1/1/2023,21/11/2023,,2,Medium
CAM2329,Billboard,Groceries,Kuala Lumpur,56828,179796,745216,41658,0.4811,7809,0.5483,843356,3.62,53,22/11/2023,3/5/2023,3,10,Medium
CAM2330,Email,Electronics,,57392,107403,446608,42033,0.0267,9903,0.0353,90973,2.64,44,8/9/2023,29/12/2023,,80.02345444,Medium
CAM2331,Social Media,Fashion,Johor,487067,107641,,,0.1162,651,0.0055,966343,2.53,81,1/9/2023,25/4/2023,1,5,High
CAM2332,Radio,Health,Sarawak,118385,71798,401192,7191,,3589,0.2001,871294,2.01,98,20/5/2023,,,4,Low
CAM2333,TV,Groceries,Kuala Lumpur,145269,178037,367161,36012,0.4105,5192,0.4879,663612,2.69,342,13/3/2023,3/9/2023,,10,Low
CAM2334,Email,Fashion,Sarawak,289049,135534,602514,46209,0.5205,1054,0.7019,287873,0.58,179,17/3/2023,1/10/2023,3,8,Medium
CAM2335,Email,Groceries,Penang,438233,222407,874133,47396,0.5375,7657,0.2096,958942,,74,4/1/2023,28/2/2023,2,9,Low
CAM2336,Radio,Electronics,Johor,336749,204273,198679,44741,0.7995,,0.4235,67177,1.83,25,26/9/2023,17/4/2023,3,,High
CAM2337,TV,Electronics,Penang,,,,9029,0.6435,7742,0.0186,997301,4.68,232,5/12/2023,28/12/2023,2,6,High
CAM2338,TV,Groceries,Sabah,232375,58905,722787,,0.4187,6953,,97826,3.86,354,21/12/2023,30/1/2023,3,10,Medium
CAM2339,Billboard,Groceries,Sarawak,106979,278292,621124,26538,0.1145,6704,0.6508,719310,,38,3/6/2023,26/5/2023,1,,Low
,,Health,Sarawak,,81388,393004,44054,0.0396,8772,0.4581,105250,2.1,,,9/6/2023,1,5,Medium
CAM2341,Billboard,Fashion,Sabah,465607,347496,447842,46010,0.1444,2830,0.5387,874768,1.86,342,23/5/2023,28/12/2023,46.05543868,2,Medium
CAM2342,Social Media,Automotive,Penang,422837,238424,480348,41096,0.5555,3852,0.251,125535,4.53,,26/11/2023,8/7/2023,1,7,High
CAM2343,Radio,Fashion,Penang,43614,35868,826942,,0.7837,7091,0.1455,183935,3.43,209,20/2/2023,5/11/2023,2,10,
CAM2344,Email,Electronics,Kuala Lumpur,306225,19126,548566,21629,0.4724,6265,0.8544,,0.84,226,5/2/2023,29/1/2023,2,2,Low
CAM2345,Social Media,Groceries,Sabah,394507,24592,615158,304,0.4075,1195,0.5312,302115,4.38,314,8/8/2023,,3,1,Medium
CAM2346,Email,Groceries,Johor,181328,142011,515494,45399,0.858,8047,0.6386,411792,0.94,148,21/8/2023,31/5/2023,3,9,Low
CAM2347,Email,Groceries,Sabah,279202,,,100412.7211,,4779,0.7648,974143,0.33,80,8/12/2023,14/5/2023,3,9,High
CAM2348,Radio,Groceries,Sarawak,,416671,230793,30846,0.8791,4105,0.4337,883511,4.96,298,16/7/2023,12/11/2023,3,7,Medium
CAM2349,Social Media,,Penang,1154612.283,157068,,48529,0.5538,8254,0.1568,330264,1.19,39,28/3/2023,,4,4,High
CAM2350,TV,Groceries,Sabah,463684,,439046,42955,0.8632,,0.712,469398,0.53,,26/6/2023,19/9/2023,4,9,High
CAM2351,Billboard,Fashion,Sarawak,341356,1202602.854,404321,4599,0.8416,6816,0.9132,407428,2.55,32,23/1/2023,15/3/2023,4,5,Medium
CAM2352,Email,Electronics,Penang,,374779,,47945,0.7914,3783,0.9363,,0.42,297,14/5/2023,18/1/2023,5,9,High
CAM2353,TV,Electronics,Johor,461642,119029,764495,28887,0.4175,,0.2988,545473,,282,20/11/2023,29/8/2023,4,5,High
CAM2354,Social Media,Automotive,Penang,198226,350293,,49040,0.8307,3237,0.6664,376684,17.34727021,219,13/2/2023,31/10/2023,3,,High
CAM2355,Email,Groceries,Sabah,121619,414031,16759,36566,0.0431,7977,0.4111,342727,4.76,24,26/11/2023,13/6/2023,4,9,Low
CAM2356,Social Media,Electronics,Sabah,254106,161604,449689,16852,0.2453,1889,,510913,1.92,175,6/10/2023,,,3,High
CAM2357,,Health,Sabah,268241,,604327,4196,0.0597,5307,0.6586,539950,2.83,88,19/2/2023,7/6/2023,1,3,Low
CAM2358,Radio,Fashion,Johor,,410435,59455,26770,0.9245,6307,,362524,4.22,261,18/2/2023,23/7/2023,3,80.02345444,Medium
CAM2359,TV,Electronics,Sabah,,192371,103353,13227,0.5659,7085,0.6678,537142,0.52,104,27/9/2023,12/11/2023,4,,Medium
CAM2360,Social Media,Fashion,,65012,,487659,12850,0.2762,,0.1794,930277,1.56,,12/5/2023,10/6/2023,,10,Low
CAM2361,Email,Groceries,Sabah,232828,439500,369878,37712,0.2035,9687,0.8793,907811,,290,30/7/2023,24/1/2023,3,10,Low
CAM2362,Billboard,Electronics,Penang,39457,420221,432605,34649,0.1234,2411,0.5794,414877,0.61,266,14/1/2023,25/10/2023,4,53.34896962,Low
CAM2363,Social Media,Groceries,Sabah,10758,99622,587604,3800,,5027,0.3586,315466,1.72,13,21/10/2023,26/10/2023,1,3,Medium
CAM2364,Radio,Groceries,Penang,37477,82572,,23982,0.8098,,0.1019,151530,0.57,254,3/10/2023,2/6/2023,3,88.91494937,Low
CAM2365,,Automotive,Johor,195842,323236,,18889,0.7292,,0.2539,546291,2.54,246,8/6/2023,9/1/2023,5,5,Low
CAM2366,Social Media,Fashion,Kuala Lumpur,418793,82769,604905,5863,0.243,8469,0.7108,751295,4.02,358,3/4/2023,27/2/2023,,6,Medium
CAM2367,Radio,Electronics,Sarawak,141031,,684928,43935,0.4189,2517,0.4838,875903,0.4,335,11/4/2023,12/9/2023,2,9,
CAM2368,Radio,Fashion,Penang,475598,119921,742587,45272,0.3444,1396,0.8875,273765,4.02,204,10/9/2023,9/8/2023,2,4,Medium
CAM2369,Social Media,,Penang,223157,,209215,18584,0.9017,4303,0.2323,652117,1.68,,14/3/2023,29/6/2023,9.211087736,7,Medium
CAM2370,TV,Electronics,Johor,130176,171330,368165,19447,0.839,,0.6073,652137,1.08,362,8/4/2023,11/11/2023,5,5,Medium
CAM2371,Billboard,Health,Sabah,,,490067,40157,0.1956,,0.148,479561,1.41,148,29/9/2023,30/7/2023,1,6,Medium
CAM2372,Radio,Automotive,Kuala Lumpur,145985,235347,,,0.9228,1142,0.8383,184033,3.25,353,22/10/2023,10/3/2023,4,4,Low
CAM2373,TV,Groceries,Kuala Lumpur,297555,267442,636001,8093,0.1222,8449,0.4236,171123,1.23,325,27/10/2023,13/10/2023,1,10,High
CAM2374,Billboard,Health,Sarawak,487116,283464,608785,,0.5732,4466,0.8325,444776,4.41,293,,26/7/2023,4,4,Low
